created virtual environment CPython3.6.10.final.0-64 in 1320ms
  creator CPython3Posix(dest=/localscratch/orfanos.26527439.0/env, clear=False, global=False)
  seeder FromAppData(download=False, pip=latest, setuptools=latest, wheel=latest, via=copy, app_data_dir=/home/orfanos/.local/share/virtualenv/seed-app-data/v1.0.1)
  activators BashActivator,CShellActivator,FishActivator,PowerShellActivator,PythonActivator,XonshActivator
Ignoring pip: markers 'python_version < "3"' don't match your environment
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx512, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pip-21.2.3+computecanada-py3-none-any.whl
Installing collected packages: pip
  Attempting uninstall: pip
    Found existing installation: pip 20.0.2
    Uninstalling pip-20.0.2:
      Successfully uninstalled pip-20.0.2
Successfully installed pip-21.2.3+computecanada
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx512, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/torch-1.6.0+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/bayesian_optimization-1.2.0-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/cloudpickle-1.6.0+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/future-0.18.2+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/gym-0.18.0+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/box2d_py-2.3.5+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/joblib-1.0.1+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pandas-1.0.3+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/Pillow-7.2.0+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pyglet-1.5.0+computecanada-py2.py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/scikit_learn-0.24.1+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/scipy-1.4.1+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/threadpoolctl-2.1.0+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/matplotlib-3.3.4+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/numpy-1.19.5+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pytz-2021.3+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/python_dateutil-2.8.2+computecanada-py2.py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pyparsing-2.4.7+computecanada-py2.py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/kiwisolver-1.3.1+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/cycler-0.10.0+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/six-1.16.0+computecanada-py2.py3-none-any.whl
Installing collected packages: numpy, threadpoolctl, six, scipy, joblib, future, scikit-learn, pytz, python-dateutil, pyparsing, pyglet, Pillow, kiwisolver, cycler, cloudpickle, torch, pandas, matplotlib, gym, Box2d-py, bayesian-optimization
Successfully installed Box2d-py-2.3.5+computecanada Pillow-7.2.0+computecanada bayesian-optimization-1.2.0 cloudpickle-1.6.0+computecanada cycler-0.10.0+computecanada future-0.18.2+computecanada gym-0.18.0+computecanada joblib-1.0.1+computecanada kiwisolver-1.3.1+computecanada matplotlib-3.3.4+computecanada numpy-1.19.5+computecanada pandas-1.0.3+computecanada pyglet-1.5.0+computecanada pyparsing-2.4.7+computecanada python-dateutil-2.8.2+computecanada pytz-2021.3+computecanada scikit-learn-0.24.1+computecanada scipy-1.4.1+computecanada six-1.16.0+computecanada threadpoolctl-2.1.0+computecanada torch-1.6.0+computecanada
hello
10
10
State shape:  (8,)
Number of actions:  4

Episode 1	Average Score: -184.19 	steps: 73.00
Episode 2	Average Score: -155.83 	steps: 172.00
Episode 3	Average Score: -194.37 	steps: 299.00
Episode 4	Average Score: -243.65 	steps: 384.00
Episode 5	Average Score: -221.80 	steps: 480.00
Episode 6	Average Score: -204.21 	steps: 588.00
Episode 7	Average Score: -186.68 	steps: 666.00
Episode 8	Average Score: -179.48 	steps: 795.00
Episode 9	Average Score: -214.16 	steps: 883.00
Episode 10	Average Score: -225.31 	steps: 993.00
Episode 11	Average Score: -227.07 	steps: 1107.00
Episode 12	Average Score: -210.77 	steps: 1246.00
Episode 13	Average Score: -223.51 	steps: 1365.00
Episode 14	Average Score: -224.47 	steps: 1466.00
Episode 15	Average Score: -222.51 	steps: 1572.00
Episode 16	Average Score: -213.68 	steps: 1675.00
Episode 17	Average Score: -215.16 	steps: 1751.00
Episode 18	Average Score: -216.48 	steps: 1895.00
Episode 19	Average Score: -210.85 	steps: 1993.00
Episode 20	Average Score: -204.73 	steps: 2108.00
Episode 21	Average Score: -210.44 	steps: 2225.00
Episode 22	Average Score: -224.14 	steps: 2361.00
Episode 23	Average Score: -231.07 	steps: 2484.00
Episode 24	Average Score: -228.77 	steps: 2587.00
Episode 25	Average Score: -231.41 	steps: 2692.00
Episode 26	Average Score: -226.37 	steps: 2781.00
Episode 27	Average Score: -220.06 	steps: 2853.00
Episode 28	Average Score: -216.77 	steps: 2938.00
Episode 29	Average Score: -224.74 	steps: 3066.00
Episode 30	Average Score: -224.37 	steps: 3143.00
Episode 31	Average Score: -219.67 	steps: 3270.00
Episode 32	Average Score: -216.11 	steps: 3332.00
Episode 33	Average Score: -213.74 	steps: 3447.00
Episode 34	Average Score: -207.26 	steps: 3569.00
Episode 35	Average Score: -205.56 	steps: 3675.00
Episode 36	Average Score: -205.88 	steps: 3793.00
Episode 37	Average Score: -202.97 	steps: 3875.00
Episode 38	Average Score: -202.85 	steps: 3947.00
Episode 39	Average Score: -199.69 	steps: 4079.00
Episode 40	Average Score: -196.94 	steps: 4180.00
Episode 41	Average Score: -194.64 	steps: 4259.00
Episode 42	Average Score: -195.35 	steps: 4408.00
Episode 43	Average Score: -192.28 	steps: 4492.00
Episode 44	Average Score: -190.56 	steps: 4591.00
Episode 45	Average Score: -187.61 	steps: 4718.00
Episode 46	Average Score: -186.52 	steps: 4828.00
Episode 47	Average Score: -183.54 	steps: 4909.00
Episode 48	Average Score: -181.56 	steps: 5046.00
Episode 49	Average Score: -180.36 	steps: 5175.00
Episode 50	Average Score: -178.29 	steps: 5248.00
Episode 51	Average Score: -177.97 	steps: 5358.00
Episode 52	Average Score: -175.04 	steps: 5463.00
Episode 53	Average Score: -172.47 	steps: 5566.00
Episode 54	Average Score: -173.08 	steps: 5646.00
Episode 55	Average Score: -171.36 	steps: 5713.00
Episode 56	Average Score: -172.62 	steps: 5793.00
Episode 57	Average Score: -171.43 	steps: 5917.00
Episode 58	Average Score: -175.39 	steps: 6037.00
Episode 59	Average Score: -175.92 	steps: 6143.00
Episode 60	Average Score: -177.95 	steps: 6231.00
Episode 61	Average Score: -181.88 	steps: 6349.00
Episode 62	Average Score: -181.39 	steps: 6474.00
Episode 63	Average Score: -180.45 	steps: 6536.00
Episode 64	Average Score: -180.13 	steps: 6641.00
Episode 65	Average Score: -180.84 	steps: 6784.00
Episode 66	Average Score: -183.72 	steps: 6879.00
Episode 67	Average Score: -183.26 	steps: 6952.00
Episode 68	Average Score: -183.84 	steps: 7047.00
Episode 69	Average Score: -184.53 	steps: 7157.00
Episode 70	Average Score: -185.05 	steps: 7266.00
Episode 71	Average Score: -184.53 	steps: 7375.00
Episode 72	Average Score: -182.88 	steps: 7545.00
Episode 73	Average Score: -180.75 	steps: 7754.00
Episode 74	Average Score: -181.41 	steps: 7859.00
Episode 75	Average Score: -180.77 	steps: 7999.00
Episode 76	Average Score: -181.45 	steps: 8100.00
Episode 77	Average Score: -181.30 	steps: 8199.00
Episode 78	Average Score: -181.18 	steps: 8328.00
Episode 79	Average Score: -182.29 	steps: 8476.00
Episode 80	Average Score: -180.90 	steps: 8578.00
Episode 81	Average Score: -179.30 	steps: 8703.00
Episode 82	Average Score: -180.53 	steps: 8850.00
Episode 83	Average Score: -179.69 	steps: 8970.00
Episode 84	Average Score: -180.14 	steps: 9084.00
Episode 85	Average Score: -180.49 	steps: 9299.00
Episode 86	Average Score: -181.85 	steps: 9482.00
Episode 87	Average Score: -181.51 	steps: 9592.00
Episode 88	Average Score: -181.62 	steps: 9705.00
Episode 89	Average Score: -182.14 	steps: 9828.00
Episode 90	Average Score: -180.24 	steps: 9942.00
Episode 91	Average Score: -179.47 	steps: 10044.00
Episode 92	Average Score: -179.68 	steps: 10175.00
Episode 93	Average Score: -179.86 	steps: 10297.00
Episode 94	Average Score: -181.92 	steps: 10426.00
Episode 95	Average Score: -183.46 	steps: 10561.00
Episode 96	Average Score: -183.58 	steps: 10697.00
Episode 97	Average Score: -182.16 	steps: 10881.00
Episode 98	Average Score: -181.24 	steps: 11014.00
Episode 99	Average Score: -180.15 	steps: 11115.00
Episode 100	Average Score: -180.28 	steps: 11237.00
Episode 100	Average Score: -180.28 	steps: 11237.00

Episode 101	Average Score: -180.08 	steps: 11375.00
Episode 102	Average Score: -179.51 	steps: 11522.00
Episode 103	Average Score: -178.07 	steps: 11689.00
Episode 104	Average Score: -175.38 	steps: 11793.00
Episode 105	Average Score: -174.98 	steps: 11893.00
Episode 106	Average Score: -174.61 	steps: 12104.00
Episode 107	Average Score: -175.35 	steps: 12245.00
Episode 108	Average Score: -175.36 	steps: 12496.00
Episode 109	Average Score: -171.67 	steps: 12595.00
Episode 110	Average Score: -168.73 	steps: 12766.00
Episode 111	Average Score: -167.42 	steps: 12877.00
Episode 112	Average Score: -168.08 	steps: 13036.00
Episode 113	Average Score: -166.06 	steps: 13218.00
Episode 114	Average Score: -166.77 	steps: 13367.00
Episode 115	Average Score: -166.35 	steps: 13449.00
Episode 116	Average Score: -168.01 	steps: 13558.00
Episode 117	Average Score: -166.37 	steps: 13748.00
Episode 118	Average Score: -165.15 	steps: 13888.00
Episode 119	Average Score: -165.18 	steps: 13986.00
Episode 120	Average Score: -165.68 	steps: 14129.00
Episode 121	Average Score: -163.05 	steps: 14314.00
Episode 122	Average Score: -159.45 	steps: 14459.00
Episode 123	Average Score: -157.65 	steps: 14610.00
Episode 124	Average Score: -156.30 	steps: 14758.00
Episode 125	Average Score: -154.20 	steps: 14966.00
Episode 126	Average Score: -155.90 	steps: 15166.00
Episode 127	Average Score: -157.39 	steps: 15318.00
Episode 128	Average Score: -157.76 	steps: 15523.00
Episode 129	Average Score: -154.48 	steps: 15628.00
Episode 130	Average Score: -152.21 	steps: 15961.00
Episode 131	Average Score: -153.29 	steps: 16220.00
Episode 132	Average Score: -155.20 	steps: 16610.00
Episode 133	Average Score: -155.34 	steps: 16778.00
Episode 134	Average Score: -155.69 	steps: 17015.00
Episode 135	Average Score: -156.72 	steps: 17238.00
Episode 136	Average Score: -155.91 	steps: 17357.00
Episode 137	Average Score: -155.93 	steps: 17545.00
Episode 138	Average Score: -155.17 	steps: 17669.00
Episode 139	Average Score: -155.45 	steps: 17891.00
Episode 140	Average Score: -155.52 	steps: 18164.00
Episode 141	Average Score: -154.90 	steps: 18346.00
Episode 142	Average Score: -153.22 	steps: 18467.00
Episode 143	Average Score: -153.25 	steps: 18623.00
Episode 144	Average Score: -154.19 	steps: 18930.00
Episode 145	Average Score: -154.76 	steps: 19093.00
Episode 146	Average Score: -153.88 	steps: 19300.00
Episode 147	Average Score: -154.30 	steps: 19435.00
Episode 148	Average Score: -154.93 	steps: 19635.00
Episode 149	Average Score: -154.63 	steps: 19762.00
Episode 150	Average Score: -155.54 	steps: 19877.00
Episode 151	Average Score: -153.88 	steps: 20130.00
Episode 152	Average Score: -155.48 	steps: 20341.00
Episode 153	Average Score: -155.62 	steps: 20533.00
Episode 154	Average Score: -154.79 	steps: 20704.00
Episode 155	Average Score: -155.13 	steps: 20783.00
Episode 156	Average Score: -155.54 	steps: 21106.00
Episode 157	Average Score: -156.86 	steps: 21377.00
Episode 158	Average Score: -153.81 	steps: 21531.00
Episode 159	Average Score: -153.07 	steps: 21851.00
Episode 160	Average Score: -152.20 	steps: 22108.00
Episode 161	Average Score: -148.69 	steps: 22228.00
Episode 162	Average Score: -148.34 	steps: 22357.00
Episode 163	Average Score: -147.65 	steps: 22520.00
Episode 164	Average Score: -148.14 	steps: 22794.00
Episode 165	Average Score: -146.54 	steps: 22969.00
Episode 166	Average Score: -144.87 	steps: 23182.00
Episode 167	Average Score: -144.41 	steps: 23397.00
Episode 168	Average Score: -144.87 	steps: 23599.00
Episode 169	Average Score: -144.77 	steps: 23823.00
Episode 170	Average Score: -144.13 	steps: 23926.00
Episode 171	Average Score: -144.29 	steps: 24100.00
Episode 172	Average Score: -144.60 	steps: 24334.00
Episode 173	Average Score: -146.19 	steps: 24928.00
Episode 174	Average Score: -145.14 	steps: 25786.00
Episode 175	Average Score: -147.04 	steps: 25967.00
Episode 176	Average Score: -144.88 	steps: 26114.00
Episode 177	Average Score: -142.88 	steps: 26253.00
Episode 178	Average Score: -142.01 	steps: 26597.00
Episode 179	Average Score: -142.00 	steps: 26821.00
Episode 180	Average Score: -143.49 	steps: 27061.00
Episode 181	Average Score: -144.43 	steps: 27910.00
Episode 182	Average Score: -141.61 	steps: 28910.00
Episode 183	Average Score: -141.25 	steps: 29024.00
Episode 184	Average Score: -138.64 	steps: 29221.00
Episode 185	Average Score: -138.36 	steps: 29343.00
Episode 186	Average Score: -136.52 	steps: 29653.00
Episode 187	Average Score: -135.44 	steps: 29796.00
