created virtual environment CPython3.6.10.final.0-64 in 478ms
  creator CPython3Posix(dest=/localscratch/orfanos.26527432.0/env, clear=False, global=False)
  seeder FromAppData(download=False, pip=latest, setuptools=latest, wheel=latest, via=copy, app_data_dir=/home/orfanos/.local/share/virtualenv/seed-app-data/v1.0.1)
  activators BashActivator,CShellActivator,FishActivator,PowerShellActivator,PythonActivator,XonshActivator
Ignoring pip: markers 'python_version < "3"' don't match your environment
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx512, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pip-21.2.3+computecanada-py3-none-any.whl
Installing collected packages: pip
  Attempting uninstall: pip
    Found existing installation: pip 20.0.2
    Uninstalling pip-20.0.2:
      Successfully uninstalled pip-20.0.2
Successfully installed pip-21.2.3+computecanada
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx512, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/torch-1.6.0+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/bayesian_optimization-1.2.0-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/cloudpickle-1.6.0+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/future-0.18.2+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/gym-0.18.0+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/box2d_py-2.3.5+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/joblib-1.0.1+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pandas-1.0.3+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/Pillow-7.2.0+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pyglet-1.5.0+computecanada-py2.py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/scikit_learn-0.24.1+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/scipy-1.4.1+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/threadpoolctl-2.1.0+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/matplotlib-3.3.4+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/numpy-1.19.5+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pytz-2021.3+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/python_dateutil-2.8.2+computecanada-py2.py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pyparsing-2.4.7+computecanada-py2.py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/cycler-0.10.0+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/kiwisolver-1.3.1+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/six-1.16.0+computecanada-py2.py3-none-any.whl
Installing collected packages: numpy, threadpoolctl, six, scipy, joblib, future, scikit-learn, pytz, python-dateutil, pyparsing, pyglet, Pillow, kiwisolver, cycler, cloudpickle, torch, pandas, matplotlib, gym, Box2d-py, bayesian-optimization
Successfully installed Box2d-py-2.3.5+computecanada Pillow-7.2.0+computecanada bayesian-optimization-1.2.0 cloudpickle-1.6.0+computecanada cycler-0.10.0+computecanada future-0.18.2+computecanada gym-0.18.0+computecanada joblib-1.0.1+computecanada kiwisolver-1.3.1+computecanada matplotlib-3.3.4+computecanada numpy-1.19.5+computecanada pandas-1.0.3+computecanada pyglet-1.5.0+computecanada pyparsing-2.4.7+computecanada python-dateutil-2.8.2+computecanada pytz-2021.3+computecanada scikit-learn-0.24.1+computecanada scipy-1.4.1+computecanada six-1.16.0+computecanada threadpoolctl-2.1.0+computecanada torch-1.6.0+computecanada
hello
4
4
State shape:  (8,)
Number of actions:  4

Episode 1	Average Score: -253.49 	steps: 75.00
Episode 2	Average Score: -141.29 	steps: 167.00
Episode 3	Average Score: -127.73 	steps: 238.00
Episode 4	Average Score: -163.80 	steps: 366.00
Episode 5	Average Score: -216.14 	steps: 456.00
Episode 6	Average Score: -244.30 	steps: 582.00
Episode 7	Average Score: -221.48 	steps: 657.00
Episode 8	Average Score: -204.99 	steps: 722.00
Episode 9	Average Score: -190.40 	steps: 812.00
Episode 10	Average Score: -179.55 	steps: 891.00
Episode 11	Average Score: -170.63 	steps: 983.00
Episode 12	Average Score: -177.12 	steps: 1078.00
Episode 13	Average Score: -192.39 	steps: 1221.00
Episode 14	Average Score: -186.58 	steps: 1303.00
Episode 15	Average Score: -184.76 	steps: 1374.00
Episode 16	Average Score: -183.82 	steps: 1456.00
Episode 17	Average Score: -181.04 	steps: 1574.00
Episode 18	Average Score: -182.07 	steps: 1663.00
Episode 19	Average Score: -179.09 	steps: 1725.00
Episode 20	Average Score: -190.14 	steps: 1816.00
Episode 21	Average Score: -194.25 	steps: 1908.00
Episode 22	Average Score: -188.99 	steps: 1997.00
Episode 23	Average Score: -185.78 	steps: 2079.00
Episode 24	Average Score: -183.65 	steps: 2169.00
Episode 25	Average Score: -180.43 	steps: 2254.00
Episode 26	Average Score: -185.43 	steps: 2396.00
Episode 27	Average Score: -183.46 	steps: 2475.00
Episode 28	Average Score: -184.87 	steps: 2601.00
Episode 29	Average Score: -184.26 	steps: 2713.00
Episode 30	Average Score: -179.57 	steps: 2794.00
Episode 31	Average Score: -178.23 	steps: 2889.00
Episode 32	Average Score: -177.37 	steps: 2957.00
Episode 33	Average Score: -180.25 	steps: 3053.00
Episode 34	Average Score: -175.56 	steps: 3147.00
Episode 35	Average Score: -175.98 	steps: 3227.00
Episode 36	Average Score: -173.29 	steps: 3294.00
Episode 37	Average Score: -175.15 	steps: 3429.00
Episode 38	Average Score: -179.25 	steps: 3563.00
Episode 39	Average Score: -178.58 	steps: 3670.00
Episode 40	Average Score: -176.39 	steps: 3749.00
Episode 41	Average Score: -179.70 	steps: 3834.00
Episode 42	Average Score: -177.62 	steps: 3960.00
Episode 43	Average Score: -176.04 	steps: 4061.00
Episode 44	Average Score: -178.02 	steps: 4191.00
Episode 45	Average Score: -175.75 	steps: 4289.00
Episode 46	Average Score: -176.85 	steps: 4461.00
Episode 47	Average Score: -177.72 	steps: 4567.00
Episode 48	Average Score: -175.88 	steps: 4661.00
Episode 49	Average Score: -176.46 	steps: 4762.00
Episode 50	Average Score: -174.90 	steps: 4890.00
Episode 51	Average Score: -175.36 	steps: 4991.00
Episode 52	Average Score: -173.57 	steps: 5122.00
Episode 53	Average Score: -172.29 	steps: 5261.00
Episode 54	Average Score: -170.47 	steps: 5340.00
Episode 55	Average Score: -171.91 	steps: 5493.00
Episode 56	Average Score: -169.33 	steps: 5588.00
Episode 57	Average Score: -172.15 	steps: 5752.00
Episode 58	Average Score: -173.34 	steps: 5885.00
Episode 59	Average Score: -172.32 	steps: 6051.00
Episode 60	Average Score: -173.98 	steps: 6192.00
Episode 61	Average Score: -177.44 	steps: 6330.00
Episode 62	Average Score: -176.08 	steps: 6502.00
Episode 63	Average Score: -177.68 	steps: 6690.00
Episode 64	Average Score: -174.06 	steps: 7690.00
Episode 65	Average Score: -170.68 	steps: 8690.00
Episode 66	Average Score: -172.00 	steps: 8840.00
Episode 67	Average Score: -170.52 	steps: 8937.00
Episode 68	Average Score: -173.68 	steps: 9112.00
Episode 69	Average Score: -172.05 	steps: 9235.00
Episode 70	Average Score: -172.30 	steps: 9332.00
Episode 71	Average Score: -171.55 	steps: 9433.00
Episode 72	Average Score: -171.12 	steps: 9546.00
Episode 73	Average Score: -172.56 	steps: 9695.00
Episode 74	Average Score: -173.68 	steps: 9840.00
Episode 75	Average Score: -172.31 	steps: 10050.00
Episode 76	Average Score: -173.48 	steps: 10163.00
Episode 77	Average Score: -173.59 	steps: 10281.00
Episode 78	Average Score: -173.77 	steps: 10416.00
Episode 79	Average Score: -173.85 	steps: 10544.00
Episode 80	Average Score: -174.71 	steps: 10616.00
Episode 81	Average Score: -174.48 	steps: 10747.00
Episode 82	Average Score: -173.54 	steps: 10849.00
Episode 83	Average Score: -174.08 	steps: 10986.00
Episode 84	Average Score: -172.37 	steps: 11147.00
Episode 85	Average Score: -170.64 	steps: 11275.00
Episode 86	Average Score: -169.24 	steps: 11365.00
Episode 87	Average Score: -168.79 	steps: 11518.00
Episode 88	Average Score: -168.58 	steps: 11624.00
Episode 89	Average Score: -168.08 	steps: 11843.00
Episode 90	Average Score: -168.36 	steps: 12000.00
Episode 91	Average Score: -168.69 	steps: 12119.00
Episode 92	Average Score: -168.96 	steps: 12238.00
Episode 93	Average Score: -167.82 	steps: 12381.00
Episode 94	Average Score: -167.44 	steps: 12478.00
Episode 95	Average Score: -166.91 	steps: 12623.00
Episode 96	Average Score: -165.80 	steps: 12761.00
Episode 97	Average Score: -164.33 	steps: 12947.00
Episode 98	Average Score: -164.38 	steps: 13095.00
Episode 99	Average Score: -164.60 	steps: 13356.00
Episode 100	Average Score: -164.82 	steps: 13494.00
Episode 100	Average Score: -164.82 	steps: 13494.00

Episode 101	Average Score: -164.71 	steps: 13575.00
Episode 102	Average Score: -167.89 	steps: 13712.00
Episode 103	Average Score: -167.87 	steps: 13883.00
Episode 104	Average Score: -167.95 	steps: 14003.00
Episode 105	Average Score: -164.49 	steps: 14150.00
Episode 106	Average Score: -161.77 	steps: 14273.00
Episode 107	Average Score: -162.48 	steps: 14342.00
Episode 108	Average Score: -164.56 	steps: 14539.00
Episode 109	Average Score: -165.59 	steps: 14731.00
Episode 110	Average Score: -164.76 	steps: 14901.00
Episode 111	Average Score: -166.01 	steps: 15033.00
Episode 112	Average Score: -165.37 	steps: 15281.00
Episode 113	Average Score: -163.09 	steps: 15430.00
Episode 114	Average Score: -162.82 	steps: 15538.00
Episode 115	Average Score: -162.41 	steps: 15672.00
Episode 116	Average Score: -161.27 	steps: 15821.00
Episode 117	Average Score: -161.81 	steps: 15903.00
Episode 118	Average Score: -163.10 	steps: 16022.00
Episode 119	Average Score: -163.86 	steps: 16223.00
Episode 120	Average Score: -160.90 	steps: 16414.00
Episode 121	Average Score: -159.97 	steps: 16521.00
Episode 122	Average Score: -160.99 	steps: 16707.00
Episode 123	Average Score: -161.91 	steps: 17053.00
Episode 124	Average Score: -162.29 	steps: 17161.00
Episode 125	Average Score: -162.53 	steps: 17323.00
Episode 126	Average Score: -162.10 	steps: 17592.00
Episode 127	Average Score: -162.15 	steps: 17777.00
Episode 128	Average Score: -162.37 	steps: 17907.00
Episode 129	Average Score: -163.17 	steps: 18062.00
Episode 130	Average Score: -164.77 	steps: 18247.00
Episode 131	Average Score: -164.52 	steps: 18437.00
Episode 132	Average Score: -165.39 	steps: 18630.00
Episode 133	Average Score: -164.43 	steps: 18807.00
Episode 134	Average Score: -166.51 	steps: 19034.00
Episode 135	Average Score: -164.78 	steps: 19183.00
Episode 136	Average Score: -165.22 	steps: 19452.00
Episode 137	Average Score: -163.81 	steps: 19937.00
Episode 138	Average Score: -161.93 	steps: 20189.00
Episode 139	Average Score: -161.44 	steps: 20342.00
Episode 140	Average Score: -161.81 	steps: 20441.00
Episode 141	Average Score: -161.04 	steps: 20605.00
Episode 142	Average Score: -161.22 	steps: 20705.00
Episode 143	Average Score: -161.31 	steps: 20894.00
Episode 144	Average Score: -160.45 	steps: 21018.00
Episode 145	Average Score: -161.16 	steps: 21259.00
Episode 146	Average Score: -160.55 	steps: 21458.00
Episode 147	Average Score: -159.12 	steps: 21622.00
Episode 148	Average Score: -159.33 	steps: 21831.00
Episode 149	Average Score: -157.51 	steps: 21958.00
Episode 150	Average Score: -157.78 	steps: 22140.00
Episode 151	Average Score: -156.97 	steps: 22542.00
Episode 152	Average Score: -157.37 	steps: 22678.00
Episode 153	Average Score: -156.99 	steps: 22963.00
Episode 154	Average Score: -157.47 	steps: 23145.00
Episode 155	Average Score: -156.58 	steps: 23333.00
Episode 156	Average Score: -157.25 	steps: 23474.00
Episode 157	Average Score: -155.18 	steps: 23594.00
Episode 158	Average Score: -153.69 	steps: 23794.00
Episode 159	Average Score: -154.62 	steps: 24053.00
Episode 160	Average Score: -153.23 	steps: 24289.00
Episode 161	Average Score: -149.54 	steps: 24457.00
Episode 162	Average Score: -150.82 	steps: 24719.00
Episode 163	Average Score: -148.23 	steps: 24894.00
Episode 164	Average Score: -150.03 	steps: 25222.00
Episode 165	Average Score: -151.24 	steps: 25301.00
Episode 166	Average Score: -149.18 	steps: 25441.00
Episode 167	Average Score: -150.66 	steps: 25821.00
Episode 168	Average Score: -147.59 	steps: 26054.00
Episode 169	Average Score: -148.43 	steps: 26239.00
Episode 170	Average Score: -147.48 	steps: 26413.00
Episode 171	Average Score: -146.54 	steps: 26691.00
Episode 172	Average Score: -146.42 	steps: 26819.00
Episode 173	Average Score: -145.59 	steps: 26923.00
Episode 174	Average Score: -145.31 	steps: 27301.00
Episode 175	Average Score: -145.70 	steps: 27461.00
Episode 176	Average Score: -144.72 	steps: 27718.00
Episode 177	Average Score: -144.74 	steps: 27951.00
Episode 178	Average Score: -144.02 	steps: 28082.00
Episode 179	Average Score: -145.61 	steps: 28557.00
Episode 180	Average Score: -144.03 	steps: 28867.00
Episode 181	Average Score: -143.67 	steps: 29210.00
Episode 182	Average Score: -143.25 	steps: 29679.00
Episode 183	Average Score: -139.01 	steps: 30180.00
Episode 184	Average Score: -139.76 	steps: 30630.00
Episode 185	Average Score: -139.86 	steps: 30873.00
Episode 186	Average Score: -140.72 	steps: 31148.00
Episode 187	Average Score: -139.47 	steps: 31384.00
