created virtual environment CPython3.6.10.final.0-64 in 3724ms
  creator CPython3Posix(dest=/localscratch/orfanos.26527441.0/env, clear=False, global=False)
  seeder FromAppData(download=False, pip=latest, setuptools=latest, wheel=latest, via=copy, app_data_dir=/home/orfanos/.local/share/virtualenv/seed-app-data/v1.0.1)
  activators BashActivator,CShellActivator,FishActivator,PowerShellActivator,PythonActivator,XonshActivator
Ignoring pip: markers 'python_version < "3"' don't match your environment
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx512, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pip-21.2.3+computecanada-py3-none-any.whl
Installing collected packages: pip
  Attempting uninstall: pip
    Found existing installation: pip 20.0.2
    Uninstalling pip-20.0.2:
      Successfully uninstalled pip-20.0.2
Successfully installed pip-21.2.3+computecanada
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx512, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/torch-1.6.0+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/bayesian_optimization-1.2.0-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/cloudpickle-1.6.0+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/future-0.18.2+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/gym-0.18.0+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/box2d_py-2.3.5+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/joblib-1.0.1+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pandas-1.0.3+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/Pillow-7.2.0+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pyglet-1.5.0+computecanada-py2.py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/scikit_learn-0.24.1+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/scipy-1.4.1+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/threadpoolctl-2.1.0+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/matplotlib-3.3.4+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/numpy-1.19.5+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/python_dateutil-2.8.2+computecanada-py2.py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pytz-2021.3+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/kiwisolver-1.3.1+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pyparsing-2.4.7+computecanada-py2.py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/cycler-0.10.0+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/six-1.16.0+computecanada-py2.py3-none-any.whl
Installing collected packages: numpy, threadpoolctl, six, scipy, joblib, future, scikit-learn, pytz, python-dateutil, pyparsing, pyglet, Pillow, kiwisolver, cycler, cloudpickle, torch, pandas, matplotlib, gym, Box2d-py, bayesian-optimization
Successfully installed Box2d-py-2.3.5+computecanada Pillow-7.2.0+computecanada bayesian-optimization-1.2.0 cloudpickle-1.6.0+computecanada cycler-0.10.0+computecanada future-0.18.2+computecanada gym-0.18.0+computecanada joblib-1.0.1+computecanada kiwisolver-1.3.1+computecanada matplotlib-3.3.4+computecanada numpy-1.19.5+computecanada pandas-1.0.3+computecanada pyglet-1.5.0+computecanada pyparsing-2.4.7+computecanada python-dateutil-2.8.2+computecanada pytz-2021.3+computecanada scikit-learn-0.24.1+computecanada scipy-1.4.1+computecanada six-1.16.0+computecanada threadpoolctl-2.1.0+computecanada torch-1.6.0+computecanada
hello
12
12
State shape:  (8,)
Number of actions:  4

Episode 1	Average Score: -211.19 	steps: 113.00
Episode 2	Average Score: -198.87 	steps: 210.00
Episode 3	Average Score: -288.92 	steps: 290.00
Episode 4	Average Score: -296.39 	steps: 393.00
Episode 5	Average Score: -276.77 	steps: 482.00
Episode 6	Average Score: -250.05 	steps: 561.00
Episode 7	Average Score: -231.17 	steps: 643.00
Episode 8	Average Score: -247.69 	steps: 738.00
Episode 9	Average Score: -231.50 	steps: 819.00
Episode 10	Average Score: -239.87 	steps: 921.00
Episode 11	Average Score: -235.77 	steps: 991.00
Episode 12	Average Score: -235.85 	steps: 1085.00
Episode 13	Average Score: -228.39 	steps: 1177.00
Episode 14	Average Score: -224.89 	steps: 1242.00
Episode 15	Average Score: -216.46 	steps: 1338.00
Episode 16	Average Score: -208.84 	steps: 1409.00
Episode 17	Average Score: -201.37 	steps: 1465.00
Episode 18	Average Score: -211.77 	steps: 1571.00
Episode 19	Average Score: -207.58 	steps: 1683.00
Episode 20	Average Score: -205.51 	steps: 1772.00
Episode 21	Average Score: -204.31 	steps: 1891.00
Episode 22	Average Score: -202.07 	steps: 1984.00
Episode 23	Average Score: -210.79 	steps: 2083.00
Episode 24	Average Score: -206.27 	steps: 2196.00
Episode 25	Average Score: -209.76 	steps: 2326.00
Episode 26	Average Score: -205.36 	steps: 2399.00
Episode 27	Average Score: -206.47 	steps: 2551.00
Episode 28	Average Score: -202.45 	steps: 2675.00
Episode 29	Average Score: -208.98 	steps: 2773.00
Episode 30	Average Score: -206.72 	steps: 2863.00
Episode 31	Average Score: -201.98 	steps: 2931.00
Episode 32	Average Score: -201.85 	steps: 3016.00
Episode 33	Average Score: -198.33 	steps: 3142.00
Episode 34	Average Score: -194.33 	steps: 3206.00
Episode 35	Average Score: -190.63 	steps: 3274.00
Episode 36	Average Score: -194.69 	steps: 3364.00
Episode 37	Average Score: -196.45 	steps: 3447.00
Episode 38	Average Score: -195.92 	steps: 3539.00
Episode 39	Average Score: -202.34 	steps: 3659.00
Episode 40	Average Score: -204.32 	steps: 3758.00
Episode 41	Average Score: -206.33 	steps: 3859.00
Episode 42	Average Score: -204.74 	steps: 3954.00
Episode 43	Average Score: -203.98 	steps: 4099.00
Episode 44	Average Score: -202.71 	steps: 4196.00
Episode 45	Average Score: -199.28 	steps: 4289.00
Episode 46	Average Score: -197.20 	steps: 4373.00
Episode 47	Average Score: -196.65 	steps: 4517.00
Episode 48	Average Score: -195.07 	steps: 4634.00
Episode 49	Average Score: -200.79 	steps: 4793.00
Episode 50	Average Score: -198.42 	steps: 4904.00
Episode 51	Average Score: -197.58 	steps: 5082.00
Episode 52	Average Score: -200.31 	steps: 5225.00
Episode 53	Average Score: -199.30 	steps: 5334.00
Episode 54	Average Score: -198.06 	steps: 5415.00
Episode 55	Average Score: -197.29 	steps: 5613.00
Episode 56	Average Score: -195.97 	steps: 5768.00
Episode 57	Average Score: -197.24 	steps: 5889.00
Episode 58	Average Score: -197.07 	steps: 6021.00
Episode 59	Average Score: -197.60 	steps: 6119.00
Episode 60	Average Score: -199.73 	steps: 6215.00
Episode 61	Average Score: -203.69 	steps: 6400.00
Episode 62	Average Score: -205.98 	steps: 6559.00
Episode 63	Average Score: -204.38 	steps: 6629.00
Episode 64	Average Score: -202.52 	steps: 6729.00
Episode 65	Average Score: -200.67 	steps: 6822.00
Episode 66	Average Score: -199.40 	steps: 7022.00
Episode 67	Average Score: -198.79 	steps: 7142.00
Episode 68	Average Score: -200.71 	steps: 7311.00
Episode 69	Average Score: -200.95 	steps: 7438.00
Episode 70	Average Score: -201.72 	steps: 7571.00
Episode 71	Average Score: -201.62 	steps: 7678.00
Episode 72	Average Score: -200.22 	steps: 7851.00
Episode 73	Average Score: -200.01 	steps: 8043.00
Episode 74	Average Score: -199.31 	steps: 8158.00
Episode 75	Average Score: -197.92 	steps: 8245.00
Episode 76	Average Score: -196.71 	steps: 8361.00
Episode 77	Average Score: -197.62 	steps: 8486.00
Episode 78	Average Score: -195.98 	steps: 8571.00
Episode 79	Average Score: -193.29 	steps: 8664.00
Episode 80	Average Score: -193.45 	steps: 8791.00
Episode 81	Average Score: -193.71 	steps: 8902.00
Episode 82	Average Score: -196.23 	steps: 9134.00
Episode 83	Average Score: -195.83 	steps: 9259.00
Episode 84	Average Score: -194.75 	steps: 9331.00
Episode 85	Average Score: -194.34 	steps: 9506.00
Episode 86	Average Score: -193.65 	steps: 9652.00
Episode 87	Average Score: -191.98 	steps: 9735.00
Episode 88	Average Score: -191.68 	steps: 9897.00
Episode 89	Average Score: -191.74 	steps: 10052.00
Episode 90	Average Score: -191.58 	steps: 10164.00
Episode 91	Average Score: -191.30 	steps: 10322.00
Episode 92	Average Score: -190.45 	steps: 10429.00
Episode 93	Average Score: -189.00 	steps: 10575.00
Episode 94	Average Score: -188.18 	steps: 10730.00
Episode 95	Average Score: -187.23 	steps: 10915.00
Episode 96	Average Score: -185.82 	steps: 10996.00
Episode 97	Average Score: -185.99 	steps: 11125.00
Episode 98	Average Score: -185.43 	steps: 11328.00
Episode 99	Average Score: -183.98 	steps: 11534.00
Episode 100	Average Score: -184.13 	steps: 11718.00
Episode 100	Average Score: -184.13 	steps: 11718.00

Episode 101	Average Score: -183.24 	steps: 11835.00
Episode 102	Average Score: -181.69 	steps: 12019.00
Episode 103	Average Score: -179.55 	steps: 12153.00
Episode 104	Average Score: -177.31 	steps: 12259.00
Episode 105	Average Score: -177.28 	steps: 12417.00
Episode 106	Average Score: -176.87 	steps: 12577.00
Episode 107	Average Score: -176.78 	steps: 12719.00
Episode 108	Average Score: -173.76 	steps: 12903.00
Episode 109	Average Score: -175.18 	steps: 13011.00
Episode 110	Average Score: -173.45 	steps: 13183.00
Episode 111	Average Score: -173.49 	steps: 13387.00
Episode 112	Average Score: -172.18 	steps: 13564.00
Episode 113	Average Score: -172.87 	steps: 13739.00
Episode 114	Average Score: -172.36 	steps: 13959.00
Episode 115	Average Score: -172.11 	steps: 14263.00
Episode 116	Average Score: -172.95 	steps: 14406.00
Episode 117	Average Score: -173.30 	steps: 14501.00
Episode 118	Average Score: -171.46 	steps: 14761.00
Episode 119	Average Score: -171.70 	steps: 14919.00
Episode 120	Average Score: -170.60 	steps: 15071.00
Episode 121	Average Score: -169.38 	steps: 15306.00
Episode 122	Average Score: -168.15 	steps: 15574.00
Episode 123	Average Score: -165.20 	steps: 15759.00
Episode 124	Average Score: -165.16 	steps: 15910.00
Episode 125	Average Score: -164.02 	steps: 16019.00
Episode 126	Average Score: -163.71 	steps: 16149.00
Episode 127	Average Score: -161.63 	steps: 16403.00
Episode 128	Average Score: -162.20 	steps: 16489.00
Episode 129	Average Score: -159.15 	steps: 16664.00
Episode 130	Average Score: -159.04 	steps: 16844.00
Episode 131	Average Score: -158.92 	steps: 17069.00
Episode 132	Average Score: -157.23 	steps: 17279.00
Episode 133	Average Score: -157.04 	steps: 17478.00
Episode 134	Average Score: -156.53 	steps: 17713.00
Episode 135	Average Score: -157.44 	steps: 17953.00
Episode 136	Average Score: -155.07 	steps: 18462.00
Episode 137	Average Score: -154.56 	steps: 18616.00
Episode 138	Average Score: -154.18 	steps: 18785.00
Episode 139	Average Score: -150.85 	steps: 18912.00
Episode 140	Average Score: -149.02 	steps: 19226.00
Episode 141	Average Score: -147.31 	steps: 19631.00
Episode 142	Average Score: -146.80 	steps: 19823.00
Episode 143	Average Score: -145.37 	steps: 20135.00
Episode 144	Average Score: -143.54 	steps: 21135.00
Episode 145	Average Score: -144.04 	steps: 21291.00
Episode 146	Average Score: -142.93 	steps: 21544.00
Episode 147	Average Score: -142.32 	steps: 21687.00
Episode 148	Average Score: -142.72 	steps: 21876.00
Episode 149	Average Score: -140.50 	steps: 22176.00
Episode 150	Average Score: -141.03 	steps: 22280.00
Episode 151	Average Score: -140.59 	steps: 22452.00
Episode 152	Average Score: -138.31 	steps: 22551.00
Episode 153	Average Score: -137.82 	steps: 22724.00
Episode 154	Average Score: -138.44 	steps: 22858.00
Episode 155	Average Score: -138.06 	steps: 23048.00
Episode 156	Average Score: -137.68 	steps: 23234.00
Episode 157	Average Score: -136.85 	steps: 23404.00
Episode 158	Average Score: -135.67 	steps: 23659.00
Episode 159	Average Score: -134.13 	steps: 23763.00
Episode 160	Average Score: -134.01 	steps: 23912.00
Episode 161	Average Score: -130.64 	steps: 24092.00
Episode 162	Average Score: -128.66 	steps: 24221.00
Episode 163	Average Score: -128.38 	steps: 24409.00
Episode 164	Average Score: -129.14 	steps: 24724.00
Episode 165	Average Score: -129.15 	steps: 24936.00
Episode 166	Average Score: -129.19 	steps: 25166.00
Episode 167	Average Score: -128.34 	steps: 25446.00
Episode 168	Average Score: -126.70 	steps: 25659.00
Episode 169	Average Score: -125.55 	steps: 25905.00
Episode 170	Average Score: -123.70 	steps: 26094.00
Episode 171	Average Score: -122.38 	steps: 26240.00
Episode 172	Average Score: -121.89 	steps: 26460.00
Episode 173	Average Score: -120.67 	steps: 26566.00
Episode 174	Average Score: -121.08 	steps: 26772.00
Episode 175	Average Score: -122.84 	steps: 27174.00
Episode 176	Average Score: -122.60 	steps: 27307.00
Episode 177	Average Score: -119.69 	steps: 28307.00
Episode 178	Average Score: -119.65 	steps: 28637.00
Episode 179	Average Score: -120.33 	steps: 28847.00
Episode 180	Average Score: -118.34 	steps: 29024.00
Episode 181	Average Score: -116.84 	steps: 29218.00
Episode 182	Average Score: -113.85 	steps: 29415.00
Episode 183	Average Score: -113.30 	steps: 29771.00
Episode 184	Average Score: -113.23 	steps: 30021.00
Episode 185	Average Score: -114.26 	steps: 30389.00
Episode 186	Average Score: -114.21 	steps: 30869.00
Episode 187	Average Score: -114.39 	steps: 31036.00
