created virtual environment CPython3.6.10.final.0-64 in 815ms
  creator CPython3Posix(dest=/localscratch/orfanos.26526558.0/env, clear=False, global=False)
  seeder FromAppData(download=False, pip=latest, setuptools=latest, wheel=latest, via=copy, app_data_dir=/home/orfanos/.local/share/virtualenv/seed-app-data/v1.0.1)
  activators BashActivator,CShellActivator,FishActivator,PowerShellActivator,PythonActivator,XonshActivator
Ignoring pip: markers 'python_version < "3"' don't match your environment
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx512, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pip-21.2.3+computecanada-py3-none-any.whl
Installing collected packages: pip
  Attempting uninstall: pip
    Found existing installation: pip 20.0.2
    Uninstalling pip-20.0.2:
      Successfully uninstalled pip-20.0.2
Successfully installed pip-21.2.3+computecanada
Looking in links: /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx512, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/avx2, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic, /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/torch-1.6.0+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/bayesian_optimization-1.2.0-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/cloudpickle-1.6.0+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/future-0.18.2+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/gym-0.18.0+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/box2d_py-2.3.5+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/joblib-1.0.1+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pandas-1.0.3+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/Pillow-7.2.0+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pyglet-1.5.0+computecanada-py2.py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/scikit_learn-0.24.1+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/scipy-1.4.1+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/threadpoolctl-2.1.0+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/matplotlib-3.3.4+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/numpy-1.19.5+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/python_dateutil-2.8.2+computecanada-py2.py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pytz-2021.3+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/pyparsing-2.4.7+computecanada-py2.py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/cycler-0.10.0+computecanada-py3-none-any.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/gentoo/generic/kiwisolver-1.3.1+computecanada-cp36-cp36m-linux_x86_64.whl
Processing /cvmfs/soft.computecanada.ca/custom/python/wheelhouse/generic/six-1.16.0+computecanada-py2.py3-none-any.whl
Installing collected packages: numpy, threadpoolctl, six, scipy, joblib, future, scikit-learn, pytz, python-dateutil, pyparsing, pyglet, Pillow, kiwisolver, cycler, cloudpickle, torch, pandas, matplotlib, gym, Box2d-py, bayesian-optimization
Successfully installed Box2d-py-2.3.5+computecanada Pillow-7.2.0+computecanada bayesian-optimization-1.2.0 cloudpickle-1.6.0+computecanada cycler-0.10.0+computecanada future-0.18.2+computecanada gym-0.18.0+computecanada joblib-1.0.1+computecanada kiwisolver-1.3.1+computecanada matplotlib-3.3.4+computecanada numpy-1.19.5+computecanada pandas-1.0.3+computecanada pyglet-1.5.0+computecanada pyparsing-2.4.7+computecanada python-dateutil-2.8.2+computecanada pytz-2021.3+computecanada scikit-learn-0.24.1+computecanada scipy-1.4.1+computecanada six-1.16.0+computecanada threadpoolctl-2.1.0+computecanada torch-1.6.0+computecanada
hello
2
2
State shape:  (8,)
Number of actions:  4

Episode 1	Average Score: -128.03 	steps: 79.00
Episode 2	Average Score: -122.78 	steps: 175.00
Episode 3	Average Score: -120.96 	steps: 258.00
Episode 4	Average Score: -216.46 	steps: 366.00
Episode 5	Average Score: -206.97 	steps: 474.00
Episode 6	Average Score: -210.00 	steps: 592.00
Episode 7	Average Score: -182.07 	steps: 673.00
Episode 8	Average Score: -179.31 	steps: 799.00
Episode 9	Average Score: -173.72 	steps: 912.00
Episode 10	Average Score: -170.78 	steps: 1059.00
Episode 11	Average Score: -162.81 	steps: 1124.00
Episode 12	Average Score: -156.35 	steps: 1225.00
Episode 13	Average Score: -159.88 	steps: 1337.00
Episode 14	Average Score: -168.36 	steps: 1436.00
Episode 15	Average Score: -163.61 	steps: 1578.00
Episode 16	Average Score: -173.16 	steps: 1711.00
Episode 17	Average Score: -178.07 	steps: 1817.00
Episode 18	Average Score: -180.73 	steps: 1921.00
Episode 19	Average Score: -180.23 	steps: 2031.00
Episode 20	Average Score: -171.45 	steps: 2182.00
Episode 21	Average Score: -170.47 	steps: 2263.00
Episode 22	Average Score: -164.12 	steps: 2395.00
Episode 23	Average Score: -164.70 	steps: 2518.00
Episode 24	Average Score: -174.42 	steps: 2634.00
Episode 25	Average Score: -187.41 	steps: 2755.00
Episode 26	Average Score: -187.21 	steps: 2829.00
Episode 27	Average Score: -188.32 	steps: 2927.00
Episode 28	Average Score: -184.50 	steps: 3033.00
Episode 29	Average Score: -186.83 	steps: 3174.00
Episode 30	Average Score: -186.53 	steps: 3257.00
Episode 31	Average Score: -186.53 	steps: 3383.00
Episode 32	Average Score: -183.82 	steps: 3490.00
Episode 33	Average Score: -185.83 	steps: 3593.00
Episode 34	Average Score: -183.19 	steps: 3678.00
Episode 35	Average Score: -180.69 	steps: 3773.00
Episode 36	Average Score: -178.80 	steps: 3904.00
Episode 37	Average Score: -175.92 	steps: 3990.00
Episode 38	Average Score: -178.41 	steps: 4092.00
Episode 39	Average Score: -181.85 	steps: 4188.00
Episode 40	Average Score: -186.77 	steps: 4282.00
Episode 41	Average Score: -188.71 	steps: 4364.00
Episode 42	Average Score: -188.69 	steps: 4462.00
Episode 43	Average Score: -188.37 	steps: 4606.00
Episode 44	Average Score: -192.99 	steps: 4696.00
Episode 45	Average Score: -190.39 	steps: 4794.00
Episode 46	Average Score: -188.48 	steps: 4929.00
Episode 47	Average Score: -191.84 	steps: 5034.00
Episode 48	Average Score: -193.39 	steps: 5120.00
Episode 49	Average Score: -191.34 	steps: 5218.00
Episode 50	Average Score: -193.88 	steps: 5327.00
Episode 51	Average Score: -191.44 	steps: 5398.00
Episode 52	Average Score: -193.11 	steps: 5520.00
Episode 53	Average Score: -191.51 	steps: 5608.00
Episode 54	Average Score: -189.32 	steps: 5700.00
Episode 55	Average Score: -191.54 	steps: 5822.00
Episode 56	Average Score: -194.35 	steps: 5985.00
Episode 57	Average Score: -192.10 	steps: 6060.00
Episode 58	Average Score: -192.12 	steps: 6189.00
Episode 59	Average Score: -194.19 	steps: 6391.00
Episode 60	Average Score: -197.70 	steps: 6521.00
Episode 61	Average Score: -194.78 	steps: 6597.00
Episode 62	Average Score: -193.10 	steps: 6754.00
Episode 63	Average Score: -192.26 	steps: 6873.00
Episode 64	Average Score: -190.82 	steps: 6960.00
Episode 65	Average Score: -192.86 	steps: 7069.00
Episode 66	Average Score: -190.34 	steps: 7245.00
Episode 67	Average Score: -188.89 	steps: 7337.00
Episode 68	Average Score: -190.23 	steps: 7438.00
Episode 69	Average Score: -192.99 	steps: 7544.00
Episode 70	Average Score: -190.67 	steps: 7674.00
Episode 71	Average Score: -190.61 	steps: 7765.00
Episode 72	Average Score: -190.61 	steps: 7876.00
Episode 73	Average Score: -189.16 	steps: 8022.00
Episode 74	Average Score: -189.84 	steps: 8127.00
Episode 75	Average Score: -192.41 	steps: 8250.00
Episode 76	Average Score: -190.60 	steps: 8357.00
Episode 77	Average Score: -190.25 	steps: 8488.00
Episode 78	Average Score: -190.48 	steps: 8578.00
Episode 79	Average Score: -190.37 	steps: 8797.00
Episode 80	Average Score: -189.97 	steps: 8958.00
Episode 81	Average Score: -188.69 	steps: 9042.00
Episode 82	Average Score: -188.08 	steps: 9174.00
Episode 83	Average Score: -188.48 	steps: 9293.00
Episode 84	Average Score: -186.91 	steps: 9370.00
Episode 85	Average Score: -186.50 	steps: 9487.00
Episode 86	Average Score: -185.58 	steps: 9674.00
Episode 87	Average Score: -184.44 	steps: 9758.00
Episode 88	Average Score: -184.86 	steps: 9892.00
Episode 89	Average Score: -184.20 	steps: 9968.00
Episode 90	Average Score: -183.10 	steps: 10183.00
Episode 91	Average Score: -182.85 	steps: 10355.00
Episode 92	Average Score: -182.29 	steps: 10440.00
Episode 93	Average Score: -181.94 	steps: 10558.00
Episode 94	Average Score: -181.36 	steps: 10635.00
Episode 95	Average Score: -181.96 	steps: 10765.00
Episode 96	Average Score: -181.28 	steps: 10935.00
Episode 97	Average Score: -181.02 	steps: 11063.00
Episode 98	Average Score: -180.51 	steps: 11142.00
Episode 99	Average Score: -179.32 	steps: 11302.00
Episode 100	Average Score: -179.29 	steps: 11474.00
Episode 100	Average Score: -179.29 	steps: 11474.00

Episode 101	Average Score: -178.49 	steps: 11632.00
Episode 102	Average Score: -177.63 	steps: 11940.00
Episode 103	Average Score: -176.67 	steps: 12082.00
Episode 104	Average Score: -172.13 	steps: 12158.00
Episode 105	Average Score: -171.40 	steps: 12281.00
Episode 106	Average Score: -171.10 	steps: 12443.00
Episode 107	Average Score: -172.49 	steps: 12624.00
Episode 108	Average Score: -171.11 	steps: 12818.00
Episode 109	Average Score: -171.82 	steps: 12914.00
Episode 110	Average Score: -172.13 	steps: 13086.00
Episode 111	Average Score: -172.46 	steps: 13198.00
Episode 112	Average Score: -171.57 	steps: 13365.00
Episode 113	Average Score: -170.77 	steps: 13573.00
Episode 114	Average Score: -169.35 	steps: 13696.00
Episode 115	Average Score: -169.20 	steps: 13800.00
Episode 116	Average Score: -168.97 	steps: 13925.00
Episode 117	Average Score: -167.58 	steps: 14259.00
Episode 118	Average Score: -166.73 	steps: 14425.00
Episode 119	Average Score: -166.76 	steps: 14549.00
Episode 120	Average Score: -168.84 	steps: 14673.00
Episode 121	Average Score: -168.77 	steps: 14768.00
Episode 122	Average Score: -170.01 	steps: 14884.00
Episode 123	Average Score: -169.45 	steps: 14980.00
Episode 124	Average Score: -166.39 	steps: 15108.00
Episode 125	Average Score: -162.66 	steps: 15265.00
Episode 126	Average Score: -161.74 	steps: 15400.00
Episode 127	Average Score: -160.03 	steps: 15515.00
Episode 128	Average Score: -160.75 	steps: 15736.00
Episode 129	Average Score: -158.56 	steps: 15840.00
Episode 130	Average Score: -158.45 	steps: 15941.00
Episode 131	Average Score: -157.34 	steps: 16023.00
Episode 132	Average Score: -157.59 	steps: 16120.00
Episode 133	Average Score: -156.78 	steps: 16266.00
Episode 134	Average Score: -155.42 	steps: 16408.00
Episode 135	Average Score: -158.86 	steps: 16621.00
Episode 136	Average Score: -159.34 	steps: 16793.00
Episode 137	Average Score: -160.22 	steps: 16981.00
Episode 138	Average Score: -158.72 	steps: 17113.00
Episode 139	Average Score: -155.51 	steps: 17228.00
Episode 140	Average Score: -151.41 	steps: 17536.00
Episode 141	Average Score: -151.45 	steps: 17749.00
Episode 142	Average Score: -150.16 	steps: 17913.00
Episode 143	Average Score: -149.67 	steps: 18000.00
Episode 144	Average Score: -147.41 	steps: 18310.00
Episode 145	Average Score: -149.08 	steps: 18500.00
Episode 146	Average Score: -148.44 	steps: 18651.00
Episode 147	Average Score: -145.93 	steps: 18875.00
Episode 148	Average Score: -144.76 	steps: 19058.00
Episode 149	Average Score: -144.57 	steps: 19304.00
Episode 150	Average Score: -142.30 	steps: 19405.00
Episode 151	Average Score: -143.21 	steps: 19592.00
Episode 152	Average Score: -140.98 	steps: 19761.00
Episode 153	Average Score: -141.44 	steps: 19906.00
Episode 154	Average Score: -141.16 	steps: 20044.00
Episode 155	Average Score: -141.09 	steps: 20335.00
Episode 156	Average Score: -139.22 	steps: 20437.00
Episode 157	Average Score: -139.88 	steps: 20665.00
Episode 158	Average Score: -139.86 	steps: 20983.00
Episode 159	Average Score: -137.28 	steps: 21111.00
Episode 160	Average Score: -134.31 	steps: 21253.00
Episode 161	Average Score: -134.84 	steps: 21382.00
Episode 162	Average Score: -134.12 	steps: 21525.00
Episode 163	Average Score: -133.50 	steps: 21834.00
Episode 164	Average Score: -139.03 	steps: 21921.00
Episode 165	Average Score: -136.35 	steps: 22161.00
Episode 166	Average Score: -137.06 	steps: 22310.00
Episode 167	Average Score: -137.10 	steps: 22525.00
Episode 168	Average Score: -136.76 	steps: 22651.00
Episode 169	Average Score: -133.56 	steps: 22782.00
Episode 170	Average Score: -135.81 	steps: 22889.00
Episode 171	Average Score: -134.83 	steps: 23060.00
Episode 172	Average Score: -133.70 	steps: 23205.00
Episode 173	Average Score: -133.22 	steps: 23453.00
Episode 174	Average Score: -131.32 	steps: 23574.00
Episode 175	Average Score: -128.01 	steps: 23814.00
Episode 176	Average Score: -128.24 	steps: 24013.00
Episode 177	Average Score: -126.55 	steps: 24195.00
Episode 178	Average Score: -125.48 	steps: 24352.00
Episode 179	Average Score: -126.46 	steps: 24492.00
Episode 180	Average Score: -128.21 	steps: 24784.00
Episode 181	Average Score: -130.17 	steps: 24951.00
Episode 182	Average Score: -129.03 	steps: 25114.00
Episode 183	Average Score: -128.64 	steps: 25231.00
Episode 184	Average Score: -128.73 	steps: 25419.00
Episode 185	Average Score: -128.29 	steps: 25531.00
Episode 186	Average Score: -129.05 	steps: 25696.00
Episode 187	Average Score: -128.50 	steps: 26032.00
